monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
River Spiti Before Conf.With River Sutlej At Khab,2610,31.7998055,78.6442982,"khab, Himachal Pradesh, India",True
River Baspa U/S Reservoir Baspa Hep At Kuppa,2612,32.272048,76.1215317,"kuppa, Himachal Pradesh, India",True
River Swan U/S Industrial Area Gagret,3856,31.6620976,76.0624707,"gagret, Himachal Pradesh, India",True
River Swan D/S Industrial Area Gagret,3857,31.6620976,76.0624707,"gagret, Himachal Pradesh, India",True
River Swan U/S Una Town At Ghalluwal Bridge,3859,,,,False
River Swan Before Conf. Of Garni Khad At Chururu,4030,,,,False
River Swan After Conf. Garni Khad At Chururu,4031,,,,False
River Swan D/S Bela Bathari (Bhangla),1869,,,,False
River Tirthan Before Conf. To River Sutlej,4038,31.5474177,76.9303228,"sutlej, Himachal Pradesh, India",True
Ashwani Khad U/S Of Sadhupul Village (Nearby 800 Meters U/S Of The Bridge),4479,,,,False
Ashwani Khad After Confluence Of Lift Nallah Near Dogrha Bridge,4429,,,,False
"Ashwani Khad D/S Of Village Sadhupil, Tehsil Kandaghat, District Solan.",4461,31.0017985,77.094054,"kandaghat district solan., Himachal Pradesh, India",True
Ashwani Khad U/S Of Yashwant Nagar Before Conf. With River Giri At Yashwant Nagar,2620,32.1135887,77.171316,"nagar, Himachal Pradesh, India",True
Mol Khad U/S Palampur,4025,32.019593,76.4548985,"khad palampur, Himachal Pradesh, India",True
Mol Khad D/S Palampur,4026,32.019593,76.4548985,"khad palampur, Himachal Pradesh, India",True
Raw Water For Lwss Of Nauti Khad At Gumma (Basantpur),4424,31.2100303,77.1721744,"basantpur, Himachal Pradesh, India",True
Shikari Khad Before Confluence To River Pabbar Near Hrtc Rohru Bus Stand,4431,32.109274,76.5366901,"stand, Himachal Pradesh, India",True
River Batta U/S Paonta At Kishanpura,2626,,,,False
River Sainj D/S Larji,1090,31.7624697,77.2640482,"sainj larji, Himachal Pradesh, India",True
River Swan D/S Of Una At Rampur Bridge,4433,31.5091373,77.7709741,"rampur, Himachal Pradesh, India",True
Bather Khad Water Supply Scheme At Dal Lake,4470,30.609078,77.4615544,"lake, Himachal Pradesh, India",True
"Neugal Khad Near Water Supply Scheme At Bandla, Palampur",4471,32.1137449,76.5345689,"bandla palampur, Himachal Pradesh, India",True
River Bald D/S Landfillsite At Baddi,4486,30.9763026,76.7674001,"baddi, Himachal Pradesh, India",True
River Ratta Before Conf. To River Sirsa,4488,30.9439864,76.7695407,"river sirsa, Himachal Pradesh, India",True
"River Uhl D/S Of Iit, Mandi",5248,31.6516617,77.0092542,"mandi, Himachal Pradesh, India",True
Suketi Khad D/S Swm Site At Sunder Nagar,5251,31.5163437,76.8840473,"sunder nagar, Himachal Pradesh, India",True
Seer Khad U/S Intake Point Of Wss Ghumarwin Town,5252,31.4421256,76.7075073,"ghumarwin town, Himachal Pradesh, India",True
River Bhagga U/S Before Confluence To River Chenab,5254,,,,False
River Chandra U/S Before Confluence To River Chenab,5255,,,,False
River Chenab D/S At Tandi (L & S),5256,32.556087,76.9747132,"tandi, Himachal Pradesh, India",True
"River Giri At Nihari, Kotkhal",5292,,,,False
River Yamuna U/S Sun Pharmaceuticals,4439,,,,False
River Yamuna D/S Sun Pharmaceuticals,4440,,,,False
River Tons At Tiuni (Himachal Pradesh/Uttra Khand Border),1510,32.2344264,77.1937956,"border, Himachal Pradesh, India",True
"River Giri D/S Kalgidhar Trust, Baru Sahib",4028,30.7548782,77.2957224,"baru sahib, Himachal Pradesh, India",True
River Giri At D/S Yashwant Nagar After Conf. With Ashwani Khad At Yashwant Nagar- Near Shani Mandir,2621,32.1896505,76.356712,"shani mandir, Himachal Pradesh, India",True
River Giri After Confluence Of Ashwani River At Village Maryog,3876,,,,False
River Giri At U/S Cci Mines At Village Nadi,2622,30.5639978,77.6272916,"nadi, Himachal Pradesh, India",True
"River Giri D/S Cement Corporation Of India, Rajban At Bangran Bridge",3860,30.5024334,77.6697564,"bangran, Himachal Pradesh, India",True
River Pabbar D/S Swarakuddu,2619,,,,False
River Giri D/S Proposed Site Of Renuka Dam,4473,30.6924712,77.4678417,"renuka, Himachal Pradesh, India",True
