monitoring_location,stn_code
"Godavari At Bhadrachalam D/S Bathing Ghat, Khammam",2368
"Manjeera River - Near Ganapathi Sugars , Medak Dist.",1781
Manjeera At Raipally,1157
Maner At Warangal U/S (River Maneru At Thummala Cheruvu/Madannapet),1215
"Karakavagu U/S At Paloncha, Khammam",3080
"Karakavagu D/S At Paloncha, Khammam",3081
"Krishna At Thangadi , Mahaboobnagar Dist.",1784
Krishna At Wadapally After Confl. With R. Musi(Shifted From 1220),1465
"Musi U/S At Gandipet, Osmansagar Lake, Hyderabad",1172
"Musi D/S At Pratapsingaram, Hyderabad",1173
"River Musi At Nagole, Rangareddy",2339
Sample From Nagarjuna Sagar Dam Spill Way,4259
"B/W At J.Narasimha Raoã‚Â’S House, 14Nos. Area, Ramavaram, Near Mws Dumpsite,",3088
"Borewell Located At House Of Sri Vital Rao, H.No. 2-42 875, Abestos Colony, Gandhi Nagar,",4268
"Borewell Located At House Of P. Anjaneyulu, Plot No,25, Shakthipuram, Prashanth Nagar, I. E. Kukatpally, Medchal District",4270
B/W At Zphs Sulthanpur,4277
B/W Near Lingareddygudam Village (Beside,4287
"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V),",4667
Maddella Kunta/ Bairamalguda Cheruvu,4670
Pedda Cheruvu (Nacharam Cheruvu),4236
"Muthangi Tank, Muthangi (V), Patancheru (M) Sangareddy District",4240
Pashamylaram Tank,4246
3054,51
3055,52
3056,53
3057,54
3058,55
3059,56
3060,57
3061,58
3062,59
"B/W At J.Narasimha Raoã‚Â’S House, 14Nos. Area, Ramavaram, Near Mws Dumpsite, Kothagudem, Khammam",3088
Borewell Located At Government Primary,4271
"Bakshi Kunta (Vemana Colony Park), Chandanagar, Serilingampally, Rr",5052
"Bandam Cheruvu, Gajularamaram, Qutubullapur, Medchal – Malkagiri",5048
"Bandlaguda Cheruvu, Bandalguda Uppal, Medchal - Malkagiri",5040
"Bathar Kunta, Shaikpet, Hyderabad",5035
"Chakalavani Cheruvu, Lingampally, Serilingampally, Rr",5060
"Chinna Bandam, Suraram, Qutubullapur, Medchal – Malkagiri",5051
"Chinna Pedda Cheruvu, Gopanpally, Serilingampally, Rr",GEN-82D46A
"Chintal Cheruvu, Gajularamaram, Qutubullapur, Medchal – Malkagiri",5046
"Dmrl Lake, Kanchanbagh, Bandlaguda, Hyderabad",5039
"Gopi Cheruvu, Lingampally, Serilingampally, Rr",5059
"Gurunath Cheruvu, Miyapur, Serilingampally, Rr",5062
"Komati Kunta, Gopanpally, Serilingampally, Rr",5054
"Kotha Cheruvu, Shaikpet, Hyderabad",5032
"Kudi Kunta (Gautami Lake), Kondapur, Serilingampally, Rr",5057
"Mahaboob Kunta, Suraram, Qutubullapur, Medchal – Malkagiri",5047
"Meddela Kunta, Gajularamaram, Qutubullapur, Medchal – Malkagiri",5049
"Mohini Cheruvu, Amberpet, Hyderabad",5029
"Mothkula Kunta, Machabollaram, Alwal, Medchal - Malkagiri",5045
"Mysamma Cheruvu, Kukatpally, Balanagar, Medchal - Malkagiri",5043
"Nanakram Kunta, Nanakramguda, Serilingampally, Rr",5063
"Naya Quila Talab, Golkonda, Hyderabad",5030
"Nayanamma Kunta (Baspalli Cheruvu), Hafeezpet, Serilingampally, Rr",5056
"Pathulguda Lake, Pathalguda, Uppal, Medchal - Malkagiri",5041
"Peddakudi Cheruvu, Maqta Mahboobpet, Serilingampally, Rr",5061
"Ramamma Kunta (Dr. Ysr Tourism College), Gachibowli, Serilingampally, Rr",5053
"Regula Kunta, Miyapur Serilingampally, Rr",5058
"Salkam Cheruvu, Bandlaguda, Hyderabad",5038
"Shahatam Cheruvu, Shaikpet, Hyderabad",5033
"Shikari Kunta, Shaikpet, Hyderabad",5034
"Sudalavani Kunta (Sunnam Cheruvu), Allahpur, Balanagar, Medchal - Malkagiri",5044
"Tirumalagiri Tank, Tirumalagiri, Hyderabad",5037
"Venna Cheruvu, Jeedimetla, Qutubullapur, Medchal – Malkagiri",5050
"Yellamma Cheruvu, Kukatpally, Medchal - Malkagiri",5042
"Yerra Kunta, Shaikpet, Hyderabad",5031
"River Godavari At Basara, Adilabad",2360
"River Godavari At Mancherial, Near Rly Bdg B/C Of Rallavagu",2361
River Godavari At Mancherial,13
"River Godavari At Ramagundam D/S, Near Fci Intake Well, Karimnagar",2362
"River Godavari At Godavarikhani, Near Bathing Ghat, Karimnagar",2363
"River Godavari At Ramagundam U/S , Karimnagar",2364
"River Godavari At Kamalpur U/S M/S Ap Rayons Ltd. Intake Well, Warangal",2365
"River Godavari At Kamalpur D/S At M/S. Ap Rayons Ltd. Discharge Point, Warangal",2366
"River Godavari At Bhadrachalam U/S Bathing Ghat, Khammam",2367
"River Godavari At Burgampahad, Khammam",2369
"River Godavari- Pochera Water Falls, Pochera (V), Boath (M), Adilabad (D)",4227
"River Godavari At Bhadrachalam D/S Bathing Ghat, Khammam",2368
"River Godavari, D/S Of Ramanugundam, Manthani",2356
"River Godavari At Kaleshwaram, 500 Mts.Before Bathing Ghat",4662
"River Godavari Koundinya Mukthi (V), Kukunur (M), Border Point Between Andhra Pradesh & Telangana States",4367
