monitoring_location,stn_code
"River Yamuna At Mathura D/S , Near Shamshan Ghat U.P.",1124
"River Yamuna At Agra U/S, U.P.(Kailash Ghat)",1125
"River Yamuna At Bateswar, U.P",1498
"River Yamuna At Juhika B/C With Chanbal, Etawah, U.P",1499
"River Yamuna At Prayagraj D/S (Balua Ghat), U.P.",1069
"River Pilkhar At Rampur, Bhot(U.P)",30000
"River Hindon At Ghaziabad D/S Kuleshra Gb Nagar, U.P.",1358
"River Betwa Downstream At Sukma-Dukma Dam, Dist-Jhansi (U.P.)",30079
"River Bahela At Badli Village Lohiya Bridge , Tanda (U.P.)",30001
"River Ramganga At Kannauj (Before Conf.), U.P",1064
"River Ramganga At Road Bridge Sherkot, Dist.Bijnaur (U.P.)",30077
"River Kalinadi At U/S Of Gulaothi Town In Bulandsahar, U.P.",1480
"River Kalinadi Near Gumatiya Village ,Kannauj (Before Conf.), U.P",1065
"Shukra Tal Ghat (Confluence Of Baanganga And Saloni River), Muzaffarnagar,",2502
"River Sai At Unnao After Drain Outfall, U.P.",1361
"River Gomti At Sitapur U/S Dadnamau Ghat, U.P.",1350
"River Gomti At Lucknow U/S At Water Intake Point, U.P.",1351
"River Gomti At Lucknow D/S Pipraghat , U.P.",1352
"River Gomti At Jaunpur D/S, U.P.",1353
"River Gomti At Varanasi, Rajwari U.P",1072
"River Rapti After Confl. Of R. Honin Nr. Domingarh Rly Bridge, Gorakhpur, U.P.",1363
"River Saryu At Ayodhya At Main Bathing Ghat, U.P.",1354
"River Hindon At Saharanpur D/S, At Maheshpur .Deoband U.P.",1357
"River Ghaghara At Turtipar,Deoria D/S, U.P.",1355
"River Sone At Road Bridge Chopan,Dist- Sonebhadra (U.P.)",30081
