monitoring_location,stn_code
River Alhi Nog(Near Water Supply Scheme,4464
River Ashwani At U/S Yashwant Nagar,2620
River Baner Khad U/S Chamunda Temple,4457
River Baner Khad D/S Chamunda Temple,4458
Ashwini Khad U/S Of Weir Site Of Wtp Near Ashwani Bridge,4428
Raw Water At Gumma Nauti Khad,4424
Shikari Khad B/ C River Pabbar Near Hrtc Rohru Bus Stand,4431
River Batta At U/S Paonta,2626
River Batta Before Confluence To Yamuna,2627
River Yamuna At Ponta Sahib,30027
River Yamuna U/S Paonta Sahib,1553
River Yamuna D/S Paonta Sahib,1554
River Yamuna U/S Ranbaxy,4439
River Yamuna D/S Ranbaxy,4440
River Tons Sirmaur,1510
River Giri At D/S Yashwant Nagar,2621
"River Giri After Confluence Of Ashwani River At Giripul, Yashwant Nagar",3876
River Giri At U/S Cci Mines,2622
River Giri D/S Sataun,2623
River Giri U/S Lwss At Sainj,3877
River Giri D/S Lwss At Sainj,3878
"River Giri D/S Cement Corporation Of India, Rajban",3860
River Pabbar At D/S Swarakuddu,2619
"Tubewell Near Jsv Pump Station Residential Area Kheri, Kala Amb,",1555
Borewell Near Jsv Tank Heerpur At Paonta Sahib,1556
Borewell At Gabriel India Ltd. Industrial Area Parwanoo,1557
Ground Water Near Vmt Spinning At Baddi,1558
Ground Water Near High Valley Residential Colony Barotiwala At Barotiwala,1559
Ground Water Near Durga Temple Rajpura Road Nalagarh At Nalagarh,1560
Ground Water Near Ram Gopal Temple At Damtal,1561
Borewell Near Isbt Una,1562
Ground Water U/S Of Msw Dumping Site At Dharamshala Kangra,1873
"Spring Source (Ground Water) Below Swm Site At Salogra, Vill. Salogra, Distt. Solan",1874
Borewell At Hpmc Parwanoo,1876
Ground Water Near Usv Limited Hpsidc Baddi At Baddi Industrial Area,1877
Ground Water (Near Electricity Office Barotiwala) Barotiwala Industrial Area,1878
Ground Water (Near Acme Formulation Nalagarh) Nalagarh Industrial Area,1879
Tubewell Opposite Iiit College Of Engineering Near Industrial Area Johron Kala Amb,1880
"Borewell Near Jsv Tank, Swca Office At Gondpur, Industrial Area, Paonta Sahib",1881
Borewell Near Overhead Tank Of Iada Mehatpur Industrial Area,1882
Hand Pump Near The Bus Stop At Workshop Chowk,2628
Hand Pump At Mandi Town (Near Canara Bank),2629
Handpump Near Exit Gate Of Bus Stand Hamirpur,2630
Hand Pump Inside The Bus Stand At Nadaun Town,2631
Hand Pump At Bilaspur Town (Near Laxminarayan Temple),2632
Hand Pump Near Vijaynagar Totu Shimla,2634
Hand Pump Near Nogli At Rampur,2635
Hand Pump Near Kangra Temple,2636
Borewell Near Chintpurni Temple At Una Town,2638
Hand Pump Near Chamunda Devi Temple,2639
Hand Pump Near Sansarpur Terrace Industrial Area,2640
Hand Pump Near Texi Stand Chamba Town,2641
Hand Pump Near Hotel Pine Wood At Dalhousie Road,2642
Hand Pump At Nahan Near Police Post Gunnughat,2645
Hand Pump Near Moginanad At Kala Amb,2646
Hand Pump At Tahliwal Bazar,2647
Borewell Near Una-Haroli Bridge Industrial Area Jeetpur Behri,4434
Handpump Near Satsang Bhawan Village Mugla,4456
Ground Water Intake Point Of Bbmb At Vill. Harabagh,4465
