monitoring_location,stn_code
"Tube Well At R/O Sri Anil Baora At Bosagaon Near By The Athkhalia, Namghar, Po: Pulikaitoni",3794
"Ground Water From Mehepur Trenching Ground, Meherpur, Cachar",3801
"Ground Water Near Badarpur Industrial Area At Badarpur Ghat, Karimganj",3805
Ground Water From Panjabari,4001
Ground Water From Santipur,4002
Ground Water From Tezpur Collegiate High School,4003
Ground Water From Lakwah,4007
Ground Water From Satgaon,4303
"Ground Water From Railway Station Road, Rowta",4327
"Ground Water Beside Msw Dumping Site, Dhekiajuli",4328
Ground Water Near Pangram Stone Crasher Cluster,4330
Ground Water From Demow Water Supply Demow Town,4333
"Ground Water From Amguri, Amguri Town",4335
Ground Water Form Tenga Pukhuri Kukurachowa Water Supply Tenga Pukhuri,4338
"Ground Water Near Nagaon Town Pipe Water Supply Scheme(Z-111), Nagaon",4339
"Ground Water From Nagaon College, Nagaon",4340
"Deepar Beel, Assam",1529
"Mer Beel At Madhabpur, Assam",2205
"Deepar Beel At Boragaon Near Iasst, Guwahati, Assam",2218
Son Beel Water At Karimganj,3804
"Kamalabari Lake Inside Kamalabari Children,S Park, Geleky",4337
"Elangabeel System Pond (Connected To R. Kolang), Assam",1263
"Rajmaw Pukhuri, Jorhat, Assam",2210
"Gophur Tank, Gophur, Assam",2212
"Botodriva Satra Pond, Nagaon, Assam",2214
"Dighali Pukhuri, Guwahati, Assam",2216
"Chand Dubi Beel, Chand Dubi, Assam",2220
"Rajadinia Pukhuri At Abhayapuri, Assam",2222
"Rajapukhuri At Gauripur, Assam",2224
"Sivasagar Tank (Borpukhuri) Near Sivadol, Assam",2226
"Gala Beel At Dergaon, Assam",2228
Jorpukhuri At Uzanbazar (Ugratala Temple),3809
Netai Pukhuri At Netai Pukhuri,4006
"Thowradole Pukhuri, Thowradole G.P. Demow Block",4334
"Goysagar Tank, Sibsagar, Assam",1532
"Baroi River, Near Bridge At Nh-52, Biswanath District",3760
"Bega River, Mg Road, Mangaldoi",3765
"Borbeel No. 1 , Ram Nagar, Digboi, Public Water Supply, Tinsukia",3785
"Bordoibam Beelmukh Bird Sanctuary, Dhemaji",3789
"Borsola Beel, Sarabbhatti, Guwahati",3820
Digaru River At Nh Crossing,3807
"Diplai Beel At Silgara, Kokrajhar",3821
"Dorika River Near Msw Dumping Site, Sivasagar",3777
"Gabharu River Near Bridge At Nh- 52, Near Tumiuki, Sonitpur",3763
"Holudunga Beel Near Gai Nadi/ River At Somarajan, Dhema Ji",3787
"Jiadhal River/ Kumotiya River Near Jiadhal Bridge, Dhemaji",3788
Kakodonga River At Nh-37 Crossing,3768
"Kaliani River Near Kanaighat Bridge, Kanaighat",3791
"Kamalpur Beel, Kamalpur",3812
Killing River In Morigaon District,3799
Kuji River (Near New Bogagigaon) Near Water Intake Point For Nf Railway,3796
Kulsi River At Chaygaon Near Nh37 Crossing,3810
"Madhura River At Madhuraghat, Cachar",3803
"Maguri Beel, Guijan, Tinsukia",3783
Malini Beel Near Indutrial Area At Ramnagar,3800
"Niz Kodomoni Pwss Complex, Dibrugarh",3782
"Nuwa Noi River, Near Bridge Over Boinaoja Para, Mangaldoi",3767
Parashali Beel At Demoria,3808
Puthimari River Near Puthimari Chowk At Nh Crossing,3811
Samaguri Beel In Nagaon District,3798
"Sessa River Near Sessa Tiniali, Nh Bridge, Dibrugarh",3780
"Silsako Beel, Chachal, Guwahati",3814
"Soru Sola Beel, Paltan Bazar, Guwahati",3819
Suffry River At Maibella,3774
Tenga Pukhuri At Tengapukhuri,3775
"Tingrai River Near Tinsukia Msw Dumping Site, Itakhola",3784
Towkak River At Sonari,3773
"Brahamputra At Pandu,",1031
"Brahmputra River At Sualkuchi, Dist. Kamrup,",2067
Brahmaputra River At Dhubri,2066
Brahamputra River At Biswanath Ghat,4004
"Dhansiri River Near Bridge At Nh-15, Dhansiri Bhalukmari Jungle, Udalguri",3764
Dhansiri River At Jahaighat,3792
"Dikrong River Near Bridge At Nh-52,",3759
"Gai Nadi/ River At Somarajan, Dhemaji",3786
"Dikhow River At Nagini Mora (Inter-State Boundaries, Assam- Nagaland)",3776
Dikhow River At Dikhomukh Confluence With Brahamputra,3778
"Disang At Gundamghat,",1298
"Disang River At Dillighat, Dibrugarh",2058
Disang River At Nh Crossing,4005
"Gabharu River Near Bridge At Nh-52, Near Tumiuki, Sonitpur",3763
Longalai River Near Calcom Cement Plant,4010
Tocklai River Near Bridge At Jorhat,4011
Tunia River At D/S Brpl,4012
Larsing River Near Locl Depo At Moinarbond,4329
Downstream Of Dhateshwari River At Hailakandi,4331
Demow River Demow Town,4332
"Borsila River At Borsila, Deopani, Namti",4336
"Barnadi River Near Bridge, Nh-52, Dumunichowki Kamrup",4341
"Baralia River (Near Chatpuja Ghat) Rangia, Kamrup (R )",4342
Buradia River (Near Bridge Along Nh-31) Nalbari,4343
"Tihu River (Near Bridge Along Nh-31) Tihu, Nalbari",4344
"Singra River (Near Bridge Along Nh-37) Boko, Kamrup (R )",4345
Ground Water From Geleky,4008
"Tubewell At Assam Oil Petrol Pump, Near Rohtak Road Bypass, Panipat",4856
"River Baroi Near Bridge At Nh-52, Biswanath District",3760
