monitoring_location,stn_code
2416,GEN-5DEC70
Kabatabandha (Before Impact Of Industrial Activity,2418
"Brahmani At Dharmashala, Odisha",1044
Mandapal,3917
3918,GEN-859B00
Kisindajhor Ar Kharagprasad,3921
3922,GEN-D90E5B
2420,GEN-7993E1
3924,GEN-943B5F
Lingira D/S At Angul,3926
Kaniha U/S,3927
3928,GEN-1597D2
Singda Jhor,3929
"Mancheswar Industrial Area, Bhubaneswar / Chandrashekharpur",1653
"Hospital - Bus Stand- Maushima Temple Area, Puri",1657
"Near Vss Medical College, Burla, Sambalpur",3968
"Badamani Industrial Estate, Jharsuguda",3982
"Brajaraj Nagar Mining Belt, Jharsuguda",3984
"Rampur Area (Water Tank), Jharsuguda",3985
"Ib Thermal Power Station, Jharsuguda",3986
"Badapadia Market Complex, Paradeep",3988
"Musadiha, Paradeep",3989
Chilka Lake At Satapada (Ramsar Site),2437
Anshupa Lake Kadalibari,2438
Anshupa At Sarandagarh,3957
Bindusagar ( Religious Pond Of Bhubaneswar City) (North) (Lingraj Temple),2431
Narendra Pokhari ( Riligious Pond Of Puri City),2432
Taladanda Canal At Jobra( Origin Of Taladanda Canal),2428
"Taladanda Canal At Naubazar, Cuttack City",2429
"Taladanda Canal At Atharabanki(Water Intake Point Of Ppl, Iffco & Ppt)",2430
Taladanda Canal At Ranihat,3950
Taladanda Canal At Chhatrabazar,3951
Taladanda Canal At Biribati,3952
Puri Canal At Hansapal,3958
Puri Canal At Jagannathpur,3959
Puri Canal At Chandanpur,3960
Atharabanki Creek,3961
"Stp, Cuttack At Mattagajpur",20018
"Stp, Puri At Mangalaghat",20019
Wastewater Of Talcher,20020
Mahanadi At Sambhalpur Fd/S At Huma,2405
Mahanadi At Sambalpur Fd/S T Shankarmath,3887
Ratnachira Nadi At Kumaradihi,3911
River Baitarni At Chandbali D/S,10018
Brahamani At Rourkela Fd/S At Biritola,2414
Karo River T Badbil,3915
"Near Kushabhadra, Puri",1658
Talcher Thermal Area,3977
"Banarpal, Talcher",3978
"Kulad, Talcher",3979
"Burkhamunda, Jharsuguda",3981
"Budhipadar, Jharsuguda",3983
"Belpahar Area, Jharsuguda",3987
"Tisco, Sukinda",3990
"Saruabil, Sukinda",3991
"Kaliapani, Sukinda",3992
"Kamarda, Sukinda",3993
"Chakulia, Balasore",3994
"Kuanrpur, Balasore",3995
"Naigopalpur, Balasore",3996
Bindusagar ( Religious Pond Of Bhubaneswar,2431
3930,39
River Daya At Gelapur,3894
River Daya At Kanas,3895
"Badachindri, Koraput",4895
Balda Block Iron Ore Mines Of M/S Sirajuddin & Co. (Near Time Office Inside The Mine Leasehold Area),4870
Collector Office Premises,4875
"Ddm Office, Koira Premises",4873
Dhangidimuta Village (Basti Sahi) Near Catch Pond Of Mine Run-Off Water Near Badapahar Mining Area,4868
Dhangidimuta Village (Kusumi Gp Office Near Badampahar Mining Area,4867
Dhenkanal Daily Market Area,4864
District Head Quarter Hospital Campus,4891
District Head Quarter Hospital Premises,4865
Gabralguda,4898
"Gosalpada Colony (Ward No. 7), Bhawanipatna",4899
Govt. Model Degree Collage Premises,4876
"Hazaribagicha Primary School, Hazaribagicha, Kendapara",4903
"Inside Gajmara Up School, Gajamara, Dhenkanal",4863
"Inside The Premises Of District Head Quarter Hospital, Nayagarh",4881
"Inside The Premises Of District Head Quarter Hospital, Paralakhemundi",4877
"Inside The Premises Of District Head Quarter Hospital, Phulbani",4879
"Jagannath Temple, Koraput",4896
"Joda West Manganese Mine Of M/S Tata Steel Ltd. (Bichhakundi Colony), Joda",4869
"Kasturi Nagar, Rayagada",4894
"Market Complex, Court Chhak, Khadia Road, Kendapara",4862
"Mv-43, Malkanigiri",4901
Near Bargarh Govt. Hospital,4883
Near Bolangir Medical College,4887
"Near Butupalli Chhak, Maulisingha Road",4890
Near Ganapati Govt. Hospital,4884
"Near Gundicha Temple At Tentel Ghat, Sonepur",4892
Near Nilasaila Nagar (Backside Of Veterinary Office,4886
Near Nuapada Govt. Hospital,4885
Near Solid Waste Disposal Site Of Gajapati Municipality At Relly Sahi,4878
Near Solid Waste Disposal Site Of Nayagarh Nac At Bhalukhola Village,4882
Near Solid Waste Disposal Site Of Phulbani Municipality At Dada Puja Mouza,4880
Near Sudpada Post Office,4888
Near Town Girls Primary School And In Front Of Head Post Office,4889
"Roida-Ii Iron Ore Mines Of M/S K N Ram & Co., Tanto, Bhadrasahi, Barbil",4871
Salandi Hospital Premises Near Unauthorised Garbage Disposal Site By The Side Of Nh,4866
"Sitabudipara (Irrigation Colony, Ward No. 17), Bhawanipatna",4900
"Tekbadi Of Netaji Nagar, Malkanigiri",4902
"Tensa Residential Area, Koira",4874
"Thakurani Iron Ore Mines Of M/S Kaypee Enterprises Near Vt Centre, Barbil",4872
Totaguda,4897
"Witnin The Premises Of Burdella Pullama Temple, Rayagada",4893
Jatadhari Muhana (North),4975
Jatadhari Muhana,4976
Jatadhari Muhana (South - 1),4977
Jatadhari Muhana (South - 2),4978
Jatadhari Muhana Cs - 3 (2.5 Km From Shore),4979
Jatadhari Muhana Cs - 4 (South 5 Km From Shore),4980
Jatadhari Muhana Cs - 5 (North 5 Km Shore),4981
Paradeep Port North,4982
Paradeep Port,4983
Paradeep Port South,4984
Paradeep Port North (2.5 Km From Shore),4985
Paradeep Port South (5 Km From Port Entrance),4986
Mahanadi Muhana C - 1,4987
Mahanadi Muhana North,4988
Mahanadi Muhana Up North (2.5 Km From Shore),4989
Hansua River Mouth,4995
Hansua River Mouth (North),4996
Gahirmath 2,4997
"Gahirmatha, Satabhaya",4998
Gahirmatha 3,4999
Habadhikuta 2,5000
Ekakula Forest Rh - 1,5001
Jambu 2,5002
Hansua Mouth North 2,5003
Hansua Mouth North 3,5004
"Gahirmatha, Satabhaya South",5005
Gahirmatha 4,5006
Habadhikuta 3,5007
Ekakula Forest Rh - 2,5008
Dhamra Muhana C - 1,5009
Dhamra Muhana C - 2,5010
Dhamra Muhana C - North,5011
Kanakprasad - 1,5012
Kanakprasad - 2,5013
Dhamra Port 2,5014
River Budhabalanga At Balasore D/S,2424
River Budhabalanga At Balasore U/S,3943
River Budhabalanga At D/S Of Baripada Town,2423
"River Kerandi (Intake Well Of Nalco Refinary, Hal, Sunabeda)",2425
River Nagavali At Jaykaypur D/S,1642
"River Nagavali At Penta U/S, Jaykaypur Town",2422
River Nagavali At Rayagada D/S,1643
River Rushikulya At Asika,3945
River Rushikulya At Ganjam D/S (Near Pottagarh Port),1456
"River Rushikulya At Ganjam U/S (Near Baba Tolekeswar Temple, Karapada) Madhopur",1455
River Rushikulya At Nalabanta,3947
River Russelkunda Reservoir,3944
River Vamsadhara At Gunupur (Interstate Boundry),2427
River Vamsadhara At Muniguda (D/S Of M/S Vedanta Alumina Project),2426
River Mahanadi At Hirakud Reservoir,1281
River Mahanadi At Hirakud (Odisha),30063
River Mahanadi At Sambalpur U/S,1270
River Mahanadi At Sambalpur D/S,1271
River Mahanadi At Sambhalpur Fd/S At Huma,2405
River Mahanadi D/S (After Confl. With R. Ong Sonepur U/S),1272
River Mahanadi A/C With Tel (Sonepur D/S),1274
River Mahanadi Power Channel D/S Near Burla,2404
River Mahanadi At Mundali (Water Intake Point Of Bhubaneswar City),2406
River Mahanadi At Sambalpur Fd/S At Shankarmath,3887
River Mahanadi At Tikarpada,1275
River Mahanadi At Narsinghpur,1276
River Mahanadi At Cuttack U/S,1277
River Mahanadi At Cuttack D/S,1278
River Mahanadi Power Channel U/S,3888
River Mahanadi At Cuttack Fd/S At Gatirautapatna,3890
River Mahanadi At Paradeep U/S (Before Industrial Activity At Paradeep),2407
River Mahanadi At Paradeep D/S,1639
River Bheden Before Confluence With Ib River,2403
River Ib At Sundargarh,1267
River Ib At Jharsuguda (Intake),1268
River Ib At Brajarajnagar (Intake) D/S,1269
River Ib At Brajarajnagar U/S,1300
River Serua At Cuttack Fd/S (Serua) At Sankhatrasa,2409
River Kuakhai At Bhubaneswar U/S,1279
River Kuakhai At Bhubaneswar D/S,1280
River Kuakhai At Bhubaneswar Fu/S,2410
River Birupa At Choudwar D/S,1640
River Daya At Bhubaneswar Fd/S ( 2 Km After Confluence Of Gangua Nallah With Daya),2411
River Kathajodi At Cuttack U/S,3891
River Kathajodi At Cuttack D/S,1301
River Kathjodi At Cuttack Fd/S At Mattagajpur,3892
River Kathjodi At Cuttack Fd/S At Kamasasan,3893
River Gobari At Kendrapara U/S,3900
River Gobari At Kendrapara D/S,3901
River Devi At Macchgaon,3902
River Gangua Near Rajdhani Engineering College,3896
River Gangua At Palasuni,3897
River Gangua At Samantarapur,3898
River Gangua At Vadimula,3899
River Kushabhadra At Bhingarpur,3903
River Kushabhadra At Nimapara,3904
River Kushabhadra At Gop,3905
River Mangala At Puri U/S Malatipatpur,3906
River Mangala At Puri D/S Golasahi,3907
River Bhargavi At Chandanpur,3908
River Kansari At Banapur Road Near Purushottampur,3909
River Badasankha Nadi Near Langaleswar,3910
River Ratnachira Naadi At Kumaradihi,3911
River Nuna Nadi At Bijipur,3912
River Kusumi Nadi Near Tangi (Laxmidhara Pur),3913
River Sabulia Nadi Near Rambha (At Jagannathpatna),3914
River Sankha U/S ( D/S Of Mandira Dam),2412
River Bada Nadi At Asika,3946
River Bahuda At Damodarpally,3949
River Baitarni At Joda,1081
River Baitarni At Anandpur,1082
River Baitarni At Jajpur,1083
River Baitarni At Naigarh,3935
River Baitarni At Unchabali,3936
River Baitarni At Dhamra,1085
River Baitarni At Tribindha,3938
